Document Date,Order,Material/Veh/Equip,Material Description,Batch,Quantity,Amount in LC
02-03-2023,IEXVL274831,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-979.21
02-03-2023,IEXVL274856,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-979.21
02-03-2023,IEXVL273612,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-979.21
02-03-2023,IEXVL273556,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-979.21
02-01-2023,IEXVL274752,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-979.21
02-01-2023,IEXVL274767,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-979.21
02-01-2023,IEXVL274768,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-979.21
02-01-2023,IEXVL274770,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-979.21
02-01-2023,IEXVL274771,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-979.21
1/28/2023,IEXVL274287,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-979
1/28/2023,IEXVL274285,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-979
1/28/2023,IEXVL273559,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-979
1/28/2023,IEXVL274283,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-979
1/28/2023,IEXVL274279,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-979
1/28/2023,IEXVL274518,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-979
1/23/2023,IEXVL272121,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-2.0,-195.8
1/21/2023,IEXVL272121,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-2.0,-195.71
1/16/2023,IEXVL274831,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-978.53
1/16/2023,IEXVL274830,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-978.52
1/16/2023,IEXVL274856,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-978.52
1/16/2023,IEXVL274770,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-978.53
1/16/2023,IEXVL274771,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-978.52
1/16/2023,IEXVL274776,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-978.53
1/13/2023,IEXVL274767,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-978.53
1/13/2023,IEXVL273556,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-978.52
1/13/2023,IEXVL273612,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-978.53
1/13/2023,IEXVL274752,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-978.52
01-07-2023,IEXVL273556,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-978.52
01-07-2023,IEXVL273612,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-978.53
01-07-2023,IEXVL274752,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-978.52
01-07-2023,IEXVL274767,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-978.53
01-07-2023,IEXVL274768,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-978.52
01-02-2023,IEXVL272411,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-5.0,-489.26
01-02-2023,IEXVL274518,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-978.52
01-02-2023,IEXVL274279,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-978.52
01-02-2023,IEXVL274285,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-978.52
01-02-2023,IEXVL274287,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-978.52
01-02-2023,IEXVL274283,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-978.52
01-02-2023,IEXVL273559,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-978.52
12/27/2022,IEXVL274856,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-978.52
12/27/2022,IEXVL273556,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-978.52
12/27/2022,IEXVL273612,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-978.52
12/27/2022,IEXVL274831,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-978.52
12/21/2022,IEXVL274768,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-975.63
12/21/2022,IEXVL274770,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-975.62
12/21/2022,IEXVL274771,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-975.63
12/21/2022,IEXVL274776,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-975.62
12/21/2022,IEXVL274752,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-975.63
12/21/2022,IEXVL274767,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-975.62
12/21/2022,IEXVL274830,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-975.63
12/20/2022,IEXVL274767,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-2.0,-195.13
12/20/2022,IEXVL274752,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-3.0,-292.69
12-11-2022,IEXVL274287,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-975.63
12-11-2022,IEXVL274279,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-975.63
12-11-2022,IEXVL274518,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-975.62
12-11-2022,IEXVL274517,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-975.63
12-11-2022,IEXVL274283,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-975.62
12-11-2022,IEXVL273559,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-975.63
12-11-2022,IEXVL274285,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-975.62
12-04-2022,IEXVL274830,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-975.63
12-04-2022,IEXVL274776,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-975.63
12-04-2022,IEXVL274771,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-975.63
12-04-2022,IEXVL273612,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-975.63
12-04-2022,IEXVL274856,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-975.63
12-04-2022,IEXVL274831,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-975.63
11/30/2022,IEXVL274517,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-2.0,-195.12
11/30/2022,IEXVL274518,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-3.0,-292.68
11-02-2022,IEXVL274752,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-936.98
11-02-2022,IEXVL273556,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-936.97
11-02-2022,IEXVL273548,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-6.0,-562.19
10/31/2022,IEXVL274771,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-936.98
10/31/2022,IEXVL274767,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-936.98
10/31/2022,IEXVL274770,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-936.97
10/31/2022,IEXVL274768,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-936.97
10/31/2022,IEXVL274752,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-936.98
10/30/2022,IEXVL273556,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-936.97
10/30/2022,IEXVL274856,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-936.98
10/30/2022,IEXVL274831,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-936.97
10/30/2022,IEXVL274830,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-936.98
10/30/2022,IEXVL274776,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-936.97
10/30/2022,IEXVL274285,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-936.98
10/30/2022,IEXVL274287,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-936.97
10/30/2022,IEXVL274279,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-936.98
10/30/2022,IEXVL272409,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-936.97
10/30/2022,IEXVL272322,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-936.98
9/30/2022,IEXVL274856,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-20.0,"-1,825.37"
9/30/2022,IEXVL274831,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-20.0,"-1,825.37"
9/30/2022,IEXVL274830,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-20.0,"-1,825.37"
9/30/2022,IEXVL274828,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-20.0,"-1,825.37"
9/30/2022,IEXVL274776,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-20.0,"-1,825.37"
9/30/2022,IEXVL274770,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-20.0,"-1,825.37"
9/30/2022,IEXVL274767,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-20.0,"-1,825.37"
9/30/2022,IEXVL274752,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-20.0,"-1,825.37"
9/30/2022,IEXVL274517,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-912.69
9/30/2022,IEXVL274285,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-912.69
9/30/2022,IEXVL274279,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-912.69
9/30/2022,IEXVL273612,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-20.0,"-1,825.37"
9/30/2022,IEXVL272409,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-912.69
9/30/2022,IEXVL272322,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-912.69
9/30/2022,IEXVL273556,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-912.69
9/30/2022,IEXVL274518,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-912.69
9/30/2022,IEXVL273559,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-912.69
9/30/2022,IEXVL274287,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-912.69
9/30/2022,IEXVL274768,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-20.0,"-1,825.37"
9/30/2022,IEXVL274771,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-20.0,"-1,825.37"
2/16/2022,IEXVL271517,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-6.0,-459.98
2/16/2022,IEXVL271232,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-6.0,-459.98
2/16/2022,IEXVL272323,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-6.0,-459.98
2/16/2022,IEXVL271542,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-6.0,-459.98
2/15/2022,IEXVL274856,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-16.0,"-1,226.62"
2/15/2022,IEXVL274752,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-17.0,"-1,303.29"
2/15/2022,IEXVL274831,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-17.0,"-1,303.29"
2/20/2022,IEXVL271581,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-766.64
2/20/2022,IEXVL272411,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-8.0,-613.31
2/20/2022,IEXVL274830,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-8.0,-613.31
2/20/2022,IEXVL273608,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-8.0,-613.31
2/20/2022,IEXVL273612,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-8.0,-613.31
2/20/2022,IEXVL273560,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-8.0,-613.31
2/17/2022,IEXVL274767,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-12.0,-919.97
2/17/2022,IEXVL271581,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-13.0,-996.63
2/17/2022,IEXVL274771,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-12.0,-919.97
2/17/2022,IEXVL273556,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-13.0,-996.63
2/16/2022,IEXVL272121,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-3.0,-229.99
2/16/2022,IEXVL271582,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-6.0,-459.98
2/14/2022,IEXVL273548,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-8.0,-613.31
2/14/2022,IEXVL273550,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-8.0,-613.31
2/14/2022,IEXVL271582,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-8.0,-613.31
2/14/2022,IEXVL271296,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-8.0,-613.31
2/14/2022,IEXVL273547,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-8.0,-613.31
02-12-2022,IEXVL272411,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-12.0,-919.97
02-12-2022,IEXVL271406,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-12.0,-919.97
02-12-2022,IEXVL274831,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-14.0,"-1,073.30"
02-12-2022,IEXVL274828,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-12.0,-919.97
01-10-2022,IEXVL274831,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-766.64
01-10-2022,IEXVL273542,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-766.64
01-10-2022,IEXVL274856,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-766.64
01-10-2022,IEXVL274752,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-766.64
01-10-2022,IEXVL274828,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-766.64
09-11-2022,IEXVL271098,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-9.0,-689.98
09-09-2022,IEXVL274518,4000005827,LOCK BOLT&NUT 20X200MM,TRI,10.0,757.74
09-09-2022,IEXVL274856,4000005827,LOCK BOLT&NUT 20X200MM,TRI,10.0,757.74
09-09-2022,IEXVL274831,4000005827,LOCK BOLT&NUT 20X200MM,TRI,10.0,757.74
09-09-2022,IEXVL274776,4000005827,LOCK BOLT&NUT 20X200MM,TRI,10.0,757.74
09-09-2022,IEXVL274279,4000005827,LOCK BOLT&NUT 20X200MM,TRI,10.0,757.74
09-09-2022,IEXVL274287,4000005827,LOCK BOLT&NUT 20X200MM,TRI,10.0,757.74
09-09-2022,IEXVL274830,4000005827,LOCK BOLT&NUT 20X200MM,TRI,10.0,757.74
09-09-2022,IEXVL274828,4000005827,LOCK BOLT&NUT 20X200MM,TRI,10.0,757.74
09-09-2022,IEXVL274828,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-757.74
09-09-2022,IEXVL274828,4000005827,LOCK BOLT&NUT 20X200MM,TRI,10.0,757.74
09-09-2022,IEXVL274828,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-757.74
09-09-2022,IEXVL274830,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-757.74
09-09-2022,IEXVL274287,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-757.74
09-09-2022,IEXVL274279,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-757.74
09-09-2022,IEXVL274776,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-757.74
09-09-2022,IEXVL274831,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-757.74
09-09-2022,IEXVL274856,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-757.74
09-09-2022,IEXVL274518,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-757.74
09-09-2022,IEXVL274776,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-757.74
09-09-2022,IEXVL274776,4000005827,LOCK BOLT&NUT 20X200MM,TRI,10.0,757.74
09-09-2022,IEXVL274517,4000005827,LOCK BOLT&NUT 20X200MM,TRI,10.0,757.74
09-09-2022,IEXVL274517,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-757.74
09-08-2022,IEXVL272322,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-5.0,-378.87
09-08-2022,IEXVL272409,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-5.0,-378.87
09-04-2022,IEXVL274771,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-757.74
09-04-2022,IEXVL274770,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-757.74
09-04-2022,IEXVL274768,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-757.74
09-04-2022,IEXVL274767,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-757.74
09-04-2022,IEXVL274752,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-757.74
09-04-2022,IEXVL274767,4000005827,LOCK BOLT&NUT 20X200MM,TRI,10.0,757.74
09-04-2022,IEXVL274752,4000005827,LOCK BOLT&NUT 20X200MM,TRI,10.0,757.74
09-04-2022,IEXVL274771,4000005827,LOCK BOLT&NUT 20X200MM,TRI,10.0,757.74
09-04-2022,IEXVL274770,4000005827,LOCK BOLT&NUT 20X200MM,TRI,10.0,757.74
09-04-2022,IEXVL274768,4000005827,LOCK BOLT&NUT 20X200MM,TRI,10.0,757.74
8/31/2022,IEXVL274517,4000005827,LOCK BOLT&NUT 20X200MM,TRI,10.0,"1,004.63"
8/31/2022,IEXVL274518,4000005827,LOCK BOLT&NUT 20X200MM,TRI,10.0,"1,004.62"
8/31/2022,IEXVL272411,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-6.0,-602.78
8/31/2022,IEXVL273550,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-3.0,-301.39
8/31/2022,IEXVL272409,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,"-1,004.62"
8/31/2022,IEXVL272322,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,"-1,004.62"
8/31/2022,IEXVL272121,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-3.0,-301.39
8/31/2022,IEXVL271232,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-6.0,-602.77
8/31/2022,IEXVL274517,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,"-1,004.63"
8/31/2022,IEXVL274518,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,"-1,004.62"
8/31/2022,IEXVL274752,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-6.0,-602.78
8/31/2022,IEXVL274767,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-6.0,-602.77
8/31/2022,IEXVL274768,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-6.0,-602.78
8/31/2022,IEXVL274771,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-6.0,-602.78
8/31/2022,IEXVL274770,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-6.0,-602.77
08-07-2022,IEXVL273556,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-7.0,-694.52
08-07-2022,IEXVL274830,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-4.0,-396.87
08-05-2022,IEXVL274770,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-12.0,"-1,190.61"
08-05-2022,IEXVL273553,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-12.0,"-1,190.60"
08-05-2022,IEXVL274771,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-13.0,"-1,289.82"
08-05-2022,IEXVL273556,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-13.0,"-1,289.82"
7/31/2022,IEXVL271232,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-6.0,-595.3
7/31/2022,IEXVL271582,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-992.17
7/31/2022,IEXVL272411,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-992.17
7/31/2022,IEXVL273556,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-16.0,"-1,587.47"
7/31/2022,IEXVL273542,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-18.0,"-1,785.91"
7/31/2022,IEXVL273550,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-6.0,-595.3
7/31/2022,IEXVL273548,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-6.0,-595.3
7/31/2022,IEXVL273612,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-16.0,"-1,587.47"
7/31/2022,IEXVL274767,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-992.17
7/30/2022,IEXVL273560,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-7.0,-686
7/30/2022,IEXVL273553,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-6.0,-588
7/30/2022,IEXVL274768,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-6.0,-588
7/30/2022,IEXVL274767,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-6.0,-588
7/30/2022,IEXVL274752,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-6.0,-588
7/30/2022,IEXVL274771,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-6.0,-588
7/30/2022,IEXVL273556,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-7.0,-686
7/30/2022,IEXVL274770,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-6.0,-588
7/16/2022,IEXVL274776,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-980
7/16/2022,IEXVL274768,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-980
07-12-2022,IEXVL274770,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-980
07-12-2022,IEXVL273612,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-980
07-12-2022,IEXVL274830,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-980
07-12-2022,IEXVL273552,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-980
07-12-2022,IEXVL273551,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-980
07-07-2022,IEXVL271542,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-3.0,-294
07-01-2022,IEXVL271582,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-3.0,-294
5/31/2022,IEXVL271232,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-6.0,-588
5/31/2022,IEXVL273547,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-2.0,-196
6/26/2022,IEXVL273550,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-4.0,-392
6/25/2022,IEXVL274518,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-8.0,-784
6/25/2022,IEXVL274285,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-980
6/25/2022,IEXVL274279,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-8.0,-784
6/25/2022,IEXVL273552,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-8.0,-784
6/25/2022,IEXVL273551,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-8.0,-784
6/25/2022,IEXVL273559,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-8.0,-784
6/23/2022,IEXVL273556,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-12.0,"-1,176.00"
6/23/2022,IEXVL274776,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-14.0,"-1,372.00"
6/23/2022,IEXVL274752,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-12.0,"-1,176.00"
6/23/2022,IEXVL274771,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-12.0,"-1,176.00"
6/20/2022,IEXVL272323,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-4.0,-392
6/20/2022,IEXVL273550,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-4.0,-392
6/16/2022,IEXVL272323,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-4.0,-392
6/15/2022,IEXVL274767,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-7.0,-686
6/15/2022,IEXVL274752,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-7.0,-686
6/15/2022,IEXVL274831,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-8.0,-784
6/15/2022,IEXVL274768,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-7.0,-686
6/15/2022,IEXVL273550,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-5.0,-490
6/15/2022,IEXVL273556,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-7.0,-686
6/15/2022,IEXVL274856,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-7.0,-686
6/15/2022,IEXVL274830,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-7.0,-686
6/14/2022,IEXVL274771,4000005827,LOCK BOLT&NUT 20X200MM,TRI,10.0,980
6/14/2022,IEXVL274770,4000005827,LOCK BOLT&NUT 20X200MM,TRI,10.0,980
6/14/2022,IEXVL274771,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-980
6/14/2022,IEXVL274770,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-980
6/14/2022,IEXVL274770,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-980
6/14/2022,IEXVL274771,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-980
6/14/2022,IEXVL274856,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-10.0,-980
06-12-2022,IEXVL274776,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-5.0,-490
06-12-2022,IEXVL274856,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-5.0,-490
06-12-2022,IEXVL274776,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-5.0,-490
06-12-2022,IEXVL274831,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-3.0,-294
06-12-2022,IEXVL274771,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-5.0,-490
06-12-2022,IEXVL273553,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-5.0,-490
06-12-2022,IEXVL273556,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-5.0,-490
06-12-2022,IEXVL271542,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-3.0,-294
06-12-2022,IEXVL273547,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-6.0,-588
06-07-2022,IEXVL273556,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-7.0,-686
06-07-2022,IEXVL274771,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-7.0,-686
06-07-2022,IEXVL274752,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-7.0,-686
06-07-2022,IEXVL274856,4000005827,LOCK BOLT&NUT 20X200MM,TRI,-7.0,-686
